"id_in_session","session_code","body","body_lemma","network"
7,"e4n3narf","2nd","nd","highly-clustered"
23,"e4n3narf","ok","okay","highly-clustered"
23,"e4n3narf","we call it shield?","call shield","highly-clustered"
7,"e4n3narf","Yeah sure","yes sure","highly-clustered"
23,"e4n3narf","and the seccond one for me looks like antennae","seccond one look like antenna","highly-clustered"
23,"e4n3narf","of a bug","bug","highly-clustered"
23,"e4n3narf","we call it antennae?","call antenna","highly-clustered"
7,"e4n3narf","Yeah thats my first 1","yes thats first","highly-clustered"
7,"e4n3narf","yeah sure","yes sure","highly-clustered"
23,"e4n3narf","ok good","okay good","highly-clustered"
23,"e4n3narf","victory achieved","victory achieve","highly-clustered"
23,"e4n3narf","gg","gg","highly-clustered"
7,"e4n3narf","Wayhey","wayhey","highly-clustered"
24,"e4n3narf","Hi","hello","highly-clustered"
21,"e4n3narf","hello","hello","highly-clustered"
20,"e4n3narf","hei","hei","highly-clustered"
1,"e4n3narf","hi","hello","highly-clustered"
22,"e4n3narf","hi","hello","highly-clustered"
21,"e4n3narf","my first fig is like antennae","first fig like antenna","highly-clustered"
21,"e4n3narf","of a bug","bug","highly-clustered"
24,"e4n3narf","My first figure looks like a pair of bug antennae!!","first figure look like pair bug antenna","highly-clustered"
24,"e4n3narf","Can you find it","can find","highly-clustered"
1,"e4n3narf","Go ahead","go ahead","highly-clustered"
20,"e4n3narf","my fig.1 looks like a rounded set of antennae","fig look like round set antenna","highly-clustered"
21,"e4n3narf","very symmetrical","symmetrical","highly-clustered"
1,"e4n3narf","that's my figure 2","thats figure","highly-clustered"
20,"e4n3narf","ah!","ah","highly-clustered"
4,"e4n3narf","Hi Figure 1 looks like a key hole with an opening","hello figure look like key hole open","highly-clustered"
22,"e4n3narf","my fig 1 looks like an antennae","fig look like antenna","highly-clustered"
21,"e4n3narf","the second one is like a shield","2 one like shield","highly-clustered"
2,"e4n3narf","Does it look like it could be a crow skull?","look like crow skull","highly-clustered"
4,"e4n3narf","yes","yes","highly-clustered"
20,"e4n3narf","my fig.2 looks like a spiky shield","fig look like spiky shield","highly-clustered"
1,"e4n3narf","Yep my 1","yep","highly-clustered"
20,"e4n3narf","ok","okay","highly-clustered"
21,"e4n3narf","not sure, ","sure","highly-clustered"
22,"e4n3narf","and fig 2 looks like a shield","fig look like shield","highly-clustered"
1,"e4n3narf","Let's call your fig 2. shield","let call fig shield","highly-clustered"
2,"e4n3narf","Probably my figure 2","probably figure","highly-clustered"
4,"e4n3narf","yes","yes","highly-clustered"
20,"e4n3narf","ok","okay","highly-clustered"
24,"e4n3narf","It looks like anteannea yeah","look like anteannea yes","highly-clustered"
1,"e4n3narf","and fig 1. antennae?","fig antenna","highly-clustered"
24,"e4n3narf","it has a hole in it","hole","highly-clustered"
2,"e4n3narf","It points downward","point downward","highly-clustered"
20,"e4n3narf","ok","okay","highly-clustered"
22,"e4n3narf","so 1=1 and 2=2?","","highly-clustered"
24,"e4n3narf","and the 2nd figure has pointy edges","nd figure pointy edge","highly-clustered"
24,"e4n3narf","it looks like a shield","look like shield","highly-clustered"
4,"e4n3narf","Correct","correct","highly-clustered"
21,"e4n3narf","okay, that is my fig 1","okay fig","highly-clustered"
21,"e4n3narf","can we call it antennae","can call antenna","highly-clustered"
20,"e4n3narf","that was easy!","easy","highly-clustered"
24,"e4n3narf","Which figure is antennae for you__","figure antenna","highly-clustered"
22,"e4n3narf","i'll call them antennae and shield then ","ill call antenna shield","highly-clustered"
1,"e4n3narf","it was","","highly-clustered"
4,"e4n3narf","perfect","perfect","highly-clustered"
1,"e4n3narf","I love prolific","love prolific","highly-clustered"
24,"e4n3narf","Hello!!","hello","highly-clustered"
20,"e4n3narf","lots of fun games!","lot fun game","highly-clustered"
21,"e4n3narf","the other one is like a shield","one like shield","highly-clustered"
22,"e4n3narf","noice","noice","highly-clustered"
21,"e4n3narf","it has 4 spikes on top","spike top","highly-clustered"
2,"e4n3narf","That's my figure 2 then","thats figure","highly-clustered"
22,"e4n3narf","hi","hello","highly-clustered"
20,"e4n3narf","hi!","hello","highly-clustered"
24,"e4n3narf","Hi there!!","hello","highly-clustered"
7,"e4n3narf","Hi ","hello","highly-clustered"
23,"e4n3narf","good evening","good even","highly-clustered"
13,"e4n3narf","helllo","helllo","highly-clustered"
22,"e4n3narf","my fig 1 looks like a shield","fig look like shield","highly-clustered"
1,"e4n3narf","hi","hello","highly-clustered"
21,"e4n3narf","hi","hello","highly-clustered"
8,"e4n3narf","hi","hello","highly-clustered"
2,"e4n3narf","My figure 1 has 4 spikes on the top","figure spike top","highly-clustered"
22,"e4n3narf","spiky shield","spiky shield","highly-clustered"
23,"e4n3narf","my figure 1 looks like a shield","figure look like shield","highly-clustered"
20,"e4n3narf","my fig.1 looks like a rounded set of antennae","fig look like round set antenna","highly-clustered"
21,"e4n3narf","my first fig is like shield","first fig like shield","highly-clustered"
24,"e4n3narf","My figure one looks like an antennae!","figure one look like antenna","highly-clustered"
7,"e4n3narf","So my first figure looks like a shield aswell. It could also be like a weird hairbrush","first figure look like shield aswell also like weird hairbrush","highly-clustered"
2,"e4n3narf","That's my figure 2","thats figure","highly-clustered"
21,"e4n3narf","it is very pointy","pointy","highly-clustered"
24,"e4n3narf","like a pair of bug antennae","like pair bug antenna","highly-clustered"
20,"e4n3narf","ah","ah","highly-clustered"
7,"e4n3narf","We can call it shield if you like","can call shield like","highly-clustered"
23,"e4n3narf","which one is it for you?","one","highly-clustered"
22,"e4n3narf","and 2 looks like antennae","look like antenna","highly-clustered"
8,"e4n3narf","That is my figure 2","figure","highly-clustered"
23,"e4n3narf","it has spikes","spike","highly-clustered"
21,"e4n3narf","and narrow on the bottom","narrow bottom","highly-clustered"
1,"e4n3narf","Am I supposed to be able to input answers too? Because there is no box, and it said I got 0 correct","suppose able input answer box say get correct","highly-clustered"
24,"e4n3narf","And I have another figure with pointy edges","another figure pointy edge","highly-clustered"
20,"e4n3narf","so the spikey is like a shield to my eyes","spikey like shield eye","highly-clustered"
23,"e4n3narf","ok","okay","highly-clustered"
13,"e4n3narf","my figure one looks like bat ","figure one look like bat","highly-clustered"
1,"e4n3narf","my first fig is shield","first fig shield","highly-clustered"
24,"e4n3narf","it remins of a shield","remins shield","highly-clustered"
7,"e4n3narf","My figure 2 also looks like antennae","figure also look like antenna","highly-clustered"
1,"e4n3narf","second is like antennae","2 like antenna","highly-clustered"
23,"e4n3narf","we call it shield?","call shield","highly-clustered"
1,"e4n3narf","so same","","highly-clustered"
21,"e4n3narf","i think i will put it","think will put","highly-clustered"
2,"e4n3narf","Sure, close enough","sure close enough","highly-clustered"
21,"e4n3narf","okay great","okay great","highly-clustered"
8,"e4n3narf","yess","yess","highly-clustered"
22,"e4n3narf","cool im calling them shield and antennae then","cool im call shield antenna","highly-clustered"
21,"e4n3narf","shield and antennae","shield antenna","highly-clustered"
24,"e4n3narf","Does that bat one looks also like shield_","bat one look also like shield","highly-clustered"
7,"e4n3narf","Sound works for me","sound work","highly-clustered"
1,"e4n3narf","Yeah for some reason last round it said I got 0 correct even though there were no boxes","yes reason last round say get correct even though box","highly-clustered"
13,"e4n3narf","my second looks like a  bug/snail","2 look like bugsnail","highly-clustered"
23,"e4n3narf","ok, an the other one I guess looks like a bug antennae","okay one guess look like bug antenna","highly-clustered"
1,"e4n3narf","but yes shield and antennae","yes shield antenna","highly-clustered"
1,"e4n3narf","1 then 2","","highly-clustered"
23,"e4n3narf","we call it that?","call","highly-clustered"
22,"e4n3narf",":)","","highly-clustered"
20,"e4n3narf","ok","okay","highly-clustered"
8,"e4n3narf","that is my figure 1","figure","highly-clustered"
20,"e4n3narf","I am entering the answer now","enter answer now","highly-clustered"
7,"e4n3narf",":D","have","highly-clustered"
24,"e4n3narf","It is also like bug antennae right","also like bug antenna right","highly-clustered"
24,"e4n3narf","top part","top part","highly-clustered"
2,"e4n3narf","Spiky one we can call shield and antennae we call antennae? ","spiky one can call shield antenna call antenna","highly-clustered"
13,"e4n3narf","correct","correct","highly-clustered"
23,"e4n3narf","yes we can call it that","yes can call","highly-clustered"
21,"e4n3narf","great!","great","highly-clustered"
24,"e4n3narf","waht about calling it antennae","waht call antenna","highly-clustered"
20,"e4n3narf","ok, I used those terms","okay use term","highly-clustered"
24,"e4n3narf","and I call the other one shield?","call one shield","highly-clustered"
23,"e4n3narf","perfect","perfect","highly-clustered"
8,"e4n3narf","antennae?","antenna","highly-clustered"
23,"e4n3narf","yes","yes","highly-clustered"
13,"e4n3narf","yes","yes","highly-clustered"
2,"e4n3narf","Great","great","highly-clustered"
21,"e4n3narf","this time the score will be 2 haha","time score will haha","highly-clustered"
24,"e4n3narf","1: shield, 2: antennae","shield antenna","highly-clustered"
24,"e4n3narf","looks good to me","look good","highly-clustered"
21,"e4n3narf","i wrote the answers","write answer","highly-clustered"
8,"e4n3narf","ok","okay","highly-clustered"
20,"e4n3narf","2 points, I hope haha","point hope haha","highly-clustered"
2,"e4n3narf","!","","highly-clustered"
1,"e4n3narf","yeah idk last person must have messed something up","yes idk last person must mess something","highly-clustered"
13,"e4n3narf","1 shield 2: antennae","shield antenna","highly-clustered"
1,"e4n3narf","hi","hello","highly-clustered"
22,"e4n3narf","hi","hello","highly-clustered"
1,"e4n3narf","fig 1 is like antennae ","fig like antenna","highly-clustered"
21,"e4n3narf","hi","hello","highly-clustered"
1,"e4n3narf","fig 2 is like a shield","fig like shield","highly-clustered"
4,"e4n3narf","Hi","hello","highly-clustered"
23,"e4n3narf","hey","hey","highly-clustered"
22,"e4n3narf","my fig 1 looks like a shield","fig look like shield","highly-clustered"
20,"e4n3narf","hey!","hey","highly-clustered"
22,"e4n3narf","spiky shield","spiky shield","highly-clustered"
4,"e4n3narf","My figure one looks like a shield","figure one look like shield","highly-clustered"
24,"e4n3narf","Hello!!!","hello","highly-clustered"
2,"e4n3narf","Fig 1 is shield","fig shield","highly-clustered"
23,"e4n3narf","mi figure 1 looks like a spikey shield","mi figure look like spikey shield","highly-clustered"
22,"e4n3narf","and fig 2 looks like antennae","fig look like antenna","highly-clustered"
5,"e4n3narf","hello","hello","highly-clustered"
20,"e4n3narf","my fig1 looks like a spiky shield","fig look like spiky shield","highly-clustered"
4,"e4n3narf","Figure two looks like an attenae","figure two look like attenae","highly-clustered"
2,"e4n3narf","Fig 2 is antennae","fig antenna","highly-clustered"
23,"e4n3narf","my**","","highly-clustered"
20,"e4n3narf","and yours?","","highly-clustered"
21,"e4n3narf","mine too","mine","highly-clustered"
23,"e4n3narf","which one is it for you?","one","highly-clustered"
24,"e4n3narf","My first figure looks like a shield","first figure look like shield","highly-clustered"
21,"e4n3narf","mine is 1 antennae 2- shield","mine antenna shield","highly-clustered"
24,"e4n3narf","it has pointy edges","pointy edge","highly-clustered"
2,"e4n3narf","So opposite for us","opposite us","highly-clustered"
20,"e4n3narf","my fig2 looks like a pair of rounded antennae, like the antennae of a slug","fig look like pair round antenna like antenna slug","highly-clustered"
1,"e4n3narf","will name them that","will name","highly-clustered"
22,"e4n3narf","what about yours?","","highly-clustered"
1,"e4n3narf","yep","yep","highly-clustered"
4,"e4n3narf","Okay perfect","okay perfect","highly-clustered"
2,"e4n3narf","Yes","yes","highly-clustered"
5,"e4n3narf","my fig 2 looks like a spiky shield","fig look like spiky shield","highly-clustered"
21,"e4n3narf","great!","great","highly-clustered"
23,"e4n3narf","ok we call it shield then","okay call shield","highly-clustered"
22,"e4n3narf","aha ","aha","highly-clustered"
4,"e4n3narf","Wait sorry","wait sorry","highly-clustered"
22,"e4n3narf","so 1=2 and 2=1","","highly-clustered"
1,"e4n3narf","last two tries it says I got 0 correct, when I was the person not typing","last two try say get correct person type","highly-clustered"
1,"e4n3narf","not sure why","sure","highly-clustered"
21,"e4n3narf","shield is the one with 4 spikes","shield one spike","highly-clustered"
4,"e4n3narf","Mine is opposite","mine opposite","highly-clustered"
24,"e4n3narf","and other one looks like a pair of bug antennae","one look like pair bug antenna","highly-clustered"
1,"e4n3narf","idk if it's a glitch or part of the study","idk glitch part study","highly-clustered"
23,"e4n3narf","ok that is my number 2, yes it looks like that","okay numb yes look like","highly-clustered"
4,"e4n3narf","1=sheild 2=attenae ","sheild attenae","highly-clustered"
24,"e4n3narf","yes it has 9 edges in total","yes edge total","highly-clustered"
21,"e4n3narf","okay got it","okay get","highly-clustered"
5,"e4n3narf","my fig 1 is hard to describe but antennae is as good as ill guess","fig hard describe antenna good ill guess","highly-clustered"
24,"e4n3narf","gets narrower towards bottom","get narrow towards bottom","highly-clustered"
2,"e4n3narf","Same, no idea","idea","highly-clustered"
23,"e4n3narf","great","great","highly-clustered"
23,"e4n3narf","gg","gg","highly-clustered"
22,"e4n3narf","is it fine if i call them shield and antennae?","fine call shield antenna","highly-clustered"
23,"e4n3narf","yes","yes","highly-clustered"
5,"e4n3narf","yes :)","yes","highly-clustered"
24,"e4n3narf","It reminds me of a face-shaped shield I dont know :)","remind faceshaped shield do know","highly-clustered"
22,"e4n3narf","cheers :)","cheer","highly-clustered"
21,"e4n3narf","shield one is with the 4 spikeson top right?","shield one spikeson top right","highly-clustered"
24,"e4n3narf","ok, I call 2:shield, 1: antennae?","okay call shield antenna","highly-clustered"
4,"e4n3narf","Yep!","yep","highly-clustered"
24,"e4n3narf","what do you think?","think","highly-clustered"
23,"e4n3narf","salutations","salutation","highly-clustered"
4,"e4n3narf","Hi","hello","highly-clustered"
2,"e4n3narf","Fig 1 is shield","fig shield","highly-clustered"
21,"e4n3narf","hi","hello","highly-clustered"
2,"e4n3narf","Fig 2 is antennae ","fig antenna","highly-clustered"
4,"e4n3narf","Fig. 1 looks like an attenae to me","fig look like attenae","highly-clustered"
5,"e4n3narf","fig 1 shield - fig 2 antennae","fig shield fig antenna","highly-clustered"
23,"e4n3narf","my figure #1 looks like a shield","figure look like shield","highly-clustered"
22,"e4n3narf","hi","hello","highly-clustered"
23,"e4n3narf","which one is it for you?","one","highly-clustered"
4,"e4n3narf","Fig two is a shield (With spikes)","fig two shield spike","highly-clustered"
21,"e4n3narf","the same haha","haha","highly-clustered"
20,"e4n3narf","hey","hey","highly-clustered"
24,"e4n3narf","Hello friend!","hello friend","highly-clustered"
8,"e4n3narf","hellö","hellö","highly-clustered"
22,"e4n3narf","my fig 1 looks like antennae","fig look like antenna","highly-clustered"
14,"e4n3narf","Hello!","hello","highly-clustered"
2,"e4n3narf","Great","great","highly-clustered"
20,"e4n3narf","my fig1 looks like a spiky shield","fig look like spiky shield","highly-clustered"
21,"e4n3narf","just to be sure, the shield one is with 4 spikes right?","just sure shield one spike right","highly-clustered"
13,"e4n3narf","hello","hello","highly-clustered"
5,"e4n3narf","im not sure where to record though?","im sure record though","highly-clustered"
20,"e4n3narf","and yours?","","highly-clustered"
15,"e4n3narf","Hi!","hello","highly-clustered"
24,"e4n3narf","I have a figure with pointy edges","figure pointy edge","highly-clustered"
8,"e4n3narf","that s my fiure 2","s fiure","highly-clustered"
22,"e4n3narf","and fig 2 looks like a shield","fig look like shield","highly-clustered"
13,"e4n3narf","my first figure looks like a bug","first figure look like bug","highly-clustered"
2,"e4n3narf","Inverse for us","inverse us","highly-clustered"
22,"e4n3narf","aha","aha","highly-clustered"
8,"e4n3narf","figure*","figure","highly-clustered"
14,"e4n3narf","That sounds like my figure 2","sound like figure","highly-clustered"
21,"e4n3narf","I have the answer shwet","answer shwet","highly-clustered"
4,"e4n3narf","Yes","yes","highly-clustered"
21,"e4n3narf","sheet","sheet","highly-clustered"
20,"e4n3narf","my fig2 looks like a pair of rounded antennae","fig look like pair round antenna","highly-clustered"
24,"e4n3narf","it reminds me a shield, like a shield with a dragon face ","remind shield like shield dragon face","highly-clustered"
23,"e4n3narf","with spikes?","spike","highly-clustered"
5,"e4n3narf","4 spikes","spike","highly-clustered"
22,"e4n3narf","so 1=2 and 2=1","","highly-clustered"
15,"e4n3narf","My figure 1 looks like a dragon head","figure look like dragon head","highly-clustered"
20,"e4n3narf","like the antennae of a slug!","like antenna slug","highly-clustered"
24,"e4n3narf","and the other one looks like a pair of bug antennae!","one look like pair bug antenna","highly-clustered"
22,"e4n3narf","is it fine if i call them antennae and shield?","fine call antenna shield","highly-clustered"
23,"e4n3narf","ok then it is my figure 1 as well","okay figure good","highly-clustered"
21,"e4n3narf","yes, shield is with 4 spikes on top","yes shield spike top","highly-clustered"
14,"e4n3narf","I like that. We could call it shield","like call shield","highly-clustered"
15,"e4n3narf","or maybe a giraffe...","maybe giraffe","highly-clustered"
8,"e4n3narf","yes thats it","yes thats","highly-clustered"
23,"e4n3narf","we call it shield?","call shield","highly-clustered"
14,"e4n3narf","Yes! Antennae is good!","yes antenna good","highly-clustered"
13,"e4n3narf","my second one looks like a dragon ","2 one look like dragon","highly-clustered"
8,"e4n3narf","yeah lets call them ","yes let call","highly-clustered"
5,"e4n3narf","yes","yes","highly-clustered"
23,"e4n3narf","yes mine too","yes mine","highly-clustered"
22,"e4n3narf","noice :)","noice","highly-clustered"
21,"e4n3narf","the antennae is the one  where two antennae about to touch each other","antenna one two antenna touch","highly-clustered"
24,"e4n3narf","alright, what about the oether one, shall antennae sounds good?","alright oether one shall antenna sound good","highly-clustered"
23,"e4n3narf","we can call it antenna","can call antenna","highly-clustered"
2,"e4n3narf","I've used those names","ive use name","highly-clustered"
21,"e4n3narf","okay perfect","okay perfect","highly-clustered"
24,"e4n3narf","cheers","cheer","highly-clustered"
3,"e4n3narf","My figure one has two almost antenna that curve round towards each other ","figure one two almost antenna curve round towards","highly-clustered"
21,"e4n3narf","wrote down the answers","write answer","highly-clustered"
8,"e4n3narf",":))","","highly-clustered"
2,"e4n3narf","Antennae and shield","antenna shield","highly-clustered"
20,"e4n3narf","shall we call them shield fig1 and antennae fig2?","shall call shield fig antenna fig","highly-clustered"
24,"e4n3narf","2: shield 1: antennae then","shield antenna","highly-clustered"
5,"e4n3narf","okies","okies","highly-clustered"
14,"e4n3narf","Sounds good! ","sound good","highly-clustered"
23,"e4n3narf","it seems like we are done","seem like do","highly-clustered"
15,"e4n3narf","My second kinda looks like a septum piercing ","2 kinda look like septum pierce","highly-clustered"
24,"e4n3narf","that was quick","quick","highly-clustered"
23,"e4n3narf","huzzah","huzzah","highly-clustered"
24,"e4n3narf","enjoy :D","enjoy have","highly-clustered"
14,"e4n3narf","You too!","","highly-clustered"
20,"e4n3narf","ok, cheers!","okay cheer","highly-clustered"
20,"e4n3narf","I entered the answers, that should be 2 points for us","enter answer point us","highly-clustered"
13,"e4n3narf","dragon1 septurm2?","dragon septurm","highly-clustered"
15,"e4n3narf","Good!\","good","highly-clustered"
15,"e4n3narf","Hello!","hello","highly-clustered"
13,"e4n3narf","firgure one looks like a dragons head","firgure one look like dragon head","highly-clustered"
1,"e4n3narf","hi","hello","highly-clustered"
14,"e4n3narf","Hello!","hello","highly-clustered"
13,"e4n3narf","second one looks like a snail","2 one look like snail","highly-clustered"
8,"e4n3narf","hello ","hello","highly-clustered"
1,"e4n3narf","fig 1 for me is like antennae","fig like antenna","highly-clustered"
1,"e4n3narf","2 is like a shield","like shield","highly-clustered"
15,"e4n3narf","Figure 1 looks like a septum piercing. Figure 2 looks like a dragon / giraffe","figure look like septum pierce figure look like dragon giraffe","highly-clustered"
7,"e4n3narf","My figure one looks like bug antenna","figure one look like bug antenna","highly-clustered"
8,"e4n3narf","hi","hello","highly-clustered"
8,"e4n3narf","my fig 1 is antennae","fig antenna","highly-clustered"
1,"e4n3narf","fantastic","fantastic","highly-clustered"
7,"e4n3narf","My figure 2 looks like a shield","figure look like shield","highly-clustered"
9,"e4n3narf","hi","hello","highly-clustered"
9,"e4n3narf","hi","hello","highly-clustered"
6,"e4n3narf","hello ","hello","highly-clustered"
3,"e4n3narf","My figure one has two antenna like shapes that curve round towards each other","figure one two antenna like shape curve round towards","highly-clustered"
14,"e4n3narf","Your figure 1 is my figure 2. We can call it piercing","figure figure can call pierce","highly-clustered"
1,"e4n3narf","antennae and shield?","antenna shield","highly-clustered"
1,"e4n3narf",":D","have","highly-clustered"
5,"e4n3narf","hello","hello","highly-clustered"
13,"e4n3narf","my figure 2 looks like a snail","figure look like snail","highly-clustered"
8,"e4n3narf","no 2 wait :)","wait","highly-clustered"
7,"e4n3narf","hi","hello","highly-clustered"
5,"e4n3narf","let me put that in","let put","highly-clustered"
8,"e4n3narf","lets call it antennae","let call antenna","highly-clustered"
7,"e4n3narf","no worries","worry","highly-clustered"
14,"e4n3narf","And we can call the other one dragon","can call one dragon","highly-clustered"
9,"e4n3narf","my first figure looks like an antenne","first figure look like antenne","highly-clustered"
3,"e4n3narf","My figure two looks like a handheld mirror but has spikes separated around it","figure two look like handheld mirror spike separate around","highly-clustered"
18,"e4n3narf","My figure 1 looks similar. Like a horseshoe, with points going out to the sides at the bottom","figure look similar like horseshoe point go side bottom","highly-clustered"
1,"e4n3narf","there seems to be a glitch or something where it says 0/2 for the person who is not typing the answers","seem glitch something say person type answer","highly-clustered"
15,"e4n3narf","Perfect!","perfect","highly-clustered"
1,"e4n3narf","not sure why","sure","highly-clustered"
13,"e4n3narf","yes","yes","highly-clustered"
13,"e4n3narf","yes","yes","highly-clustered"
8,"e4n3narf","yes mine too","yes mine","highly-clustered"
6,"e4n3narf","my fig 2 looks like that","fig look like","highly-clustered"
13,"e4n3narf","Dragon : Snail","dragon snail","highly-clustered"
18,"e4n3narf","My figure 2 also looks like a spiky mirror","figure also look like spiky mirror","highly-clustered"
8,"e4n3narf","lets call it shield ?","let call shield","highly-clustered"
5,"e4n3narf","it doesnt let me put your selection in","doesnt let put selection","highly-clustered"
3,"e4n3narf","perfect so i think our figures are in the same position","perfect think figure position","highly-clustered"
18,"e4n3narf","I agree","agree","highly-clustered"
1,"e4n3narf","maybe they'll put it up again haha","maybe theyll put haha","highly-clustered"
5,"e4n3narf","when i type nothing comes up, but when i type on mine it does...","type nothing come type mine","highly-clustered"
1,"e4n3narf","cu!","cu","highly-clustered"
7,"e4n3narf","thats weird. So far ive failed all of them maybe its a bug with the game","thats weird far ive fail maybe bug game","highly-clustered"
8,"e4n3narf","hi","hello","highly-clustered"
7,"e4n3narf","Shield on figure 1 bug antenna on figure 2","shield figure bug antenna figure","highly-clustered"
7,"e4n3narf","Hello","hello","highly-clustered"
3,"e4n3narf","figure one looks like a spiky mirror","figure one look like spiky mirror","highly-clustered"
5,"e4n3narf","hello again","hello","highly-clustered"
15,"e4n3narf","Hello!","hello","highly-clustered"
17,"e4n3narf","Hello","hello","highly-clustered"
5,"e4n3narf","yes perhaps a bug","yes perhaps bug","highly-clustered"
9,"e4n3narf","hey","hey","highly-clustered"
14,"e4n3narf","Hello!","hello","highly-clustered"
16,"e4n3narf","hi","hello","highly-clustered"
18,"e4n3narf","My figure one looks like a spiky handheld mirror","figure one look like spiky handheld mirror","highly-clustered"
8,"e4n3narf","yes thats the same for me","yes thats","highly-clustered"
4,"e4n3narf","Fig 1 is attenae and fig 2 is a spikey shield","fig attenae fig spikey shield","highly-clustered"
5,"e4n3narf","my fig 1 is the shield ","fig shield","highly-clustered"
7,"e4n3narf","Perfect","perfect","highly-clustered"
15,"e4n3narf","My figure 1 looks like a septum piercing and my figure 2 looks like a dragon. You?","figure look like septum pierce figure look like dragon","highly-clustered"
8,"e4n3narf","1 is shield","shield","highly-clustered"
4,"e4n3narf","okay so reverse","okay reverse","highly-clustered"
14,"e4n3narf","My figure 1 looks like a shield","figure look like shield","highly-clustered"
17,"e4n3narf","So for my first figure it looks like 2 swans making a heart","first figure look like swan make heart","highly-clustered"
3,"e4n3narf","figure 2 has like a horseshoe shape with two antenna like things curving towards each other","figure like horseshoe shape two antenna like thing curve towards","highly-clustered"
19,"e4n3narf","Same.","","highly-clustered"
8,"e4n3narf","2 is antenna","antenna","highly-clustered"
5,"e4n3narf","fig 2 is the lotus like antenna ","fig lotus like antenna","highly-clustered"
7,"e4n3narf","Yeah thats the same as it is for me","yes thats","highly-clustered"
16,"e4n3narf","with 7 points?","point","highly-clustered"
18,"e4n3narf","My figure 2 is like a horseshoe with spikes to the sides","figure like horseshoe spike side","highly-clustered"
14,"e4n3narf","Yes!","yes","highly-clustered"
9,"e4n3narf","that´s also my fig 1","´s also fig","highly-clustered"
16,"e4n3narf","what should we name it?","name","highly-clustered"
16,"e4n3narf","shield?","shield","highly-clustered"
17,"e4n3narf","my 2nd one is a pointy beak ","nd one pointy beak","highly-clustered"
4,"e4n3narf","okay so we will call it antenna","okay will call antenna","highly-clustered"
9,"e4n3narf","same","","highly-clustered"
16,"e4n3narf","that is my figure 2","figure","highly-clustered"
6,"e4n3narf","same!","","highly-clustered"
19,"e4n3narf","Fig 2 looks like snail heads. ","fig look like snail head","highly-clustered"
15,"e4n3narf","Perfect!","perfect","highly-clustered"
14,"e4n3narf","Yes that sounds good!","yes sound good","highly-clustered"
16,"e4n3narf","perfect","perfect","highly-clustered"
4,"e4n3narf","and sheild","sheild","highly-clustered"
17,"e4n3narf","do we have the same ones?","one","highly-clustered"
4,"e4n3narf","shield","shield","highly-clustered"
3,"e4n3narf","it seems the figures are in the same position then","seem figure position","highly-clustered"
15,"e4n3narf","I named 1 Swans and 2 Beak","name swan beak","highly-clustered"
18,"e4n3narf","I can also say that, yes. like antenna","can also say yes like antenna","highly-clustered"
14,"e4n3narf","My figure 2 looks like a bug's antennae ","figure look like bug antenna","highly-clustered"
5,"e4n3narf","okies","okies","highly-clustered"
8,"e4n3narf","we can name them antenna and shield then, agreed ?","can name antenna shield agree","highly-clustered"
17,"e4n3narf","ok were on the same page.","okay page","highly-clustered"
15,"e4n3narf","Yes, mine are the same","yes mine","highly-clustered"
7,"e4n3narf","Yeah ","yes","highly-clustered"
7,"e4n3narf","Perfect","perfect","highly-clustered"
19,"e4n3narf","I was going to say my fig 1 looks like a tie at the bottom.","go say fig look like tie bottom","highly-clustered"
15,"e4n3narf",":)","","highly-clustered"
6,"e4n3narf","yes","yes","highly-clustered"
16,"e4n3narf","two round ish balls that don't quite meet?","two round ish ball do quite meet","highly-clustered"
9,"e4n3narf","yes","yes","highly-clustered"
14,"e4n3narf","Yes","yes","highly-clustered"
17,"e4n3narf","don't know how to do that but likewise","do know likewise","highly-clustered"
16,"e4n3narf","that is my figure 1","figure","highly-clustered"
18,"e4n3narf","I think we're looking at the same order","think look order","highly-clustered"
14,"e4n3narf","What would you like to call it?","like call","highly-clustered"
16,"e4n3narf","hi!","hello","highly-clustered"
15,"e4n3narf","Hello!","hello","highly-clustered"
14,"e4n3narf","Hello!","hello","highly-clustered"
6,"e4n3narf","figure 1 antenna","figure antenna","highly-clustered"
13,"e4n3narf","my figure 1 looks like s snail","figure look like s snail","highly-clustered"
6,"e4n3narf","figure two spiky shield ","figure two spiky shield","highly-clustered"
18,"e4n3narf","My figure 1 looks like snail heads looking at each other","figure look like snail head look","highly-clustered"
15,"e4n3narf","My figure 1 looks like a dragon, figure 2 looks like a septum piercing.. you?","figure look like dragon figure look like septum pierce","highly-clustered"
19,"e4n3narf","Fig 1 looks like snail heads. Rounded at the top.","fig look like snail head round top","highly-clustered"
6,"e4n3narf","seems they are opposite ","seem opposite","highly-clustered"
14,"e4n3narf","The one with the curved edges, right?","one curve edge right","highly-clustered"
17,"e4n3narf","that's my figure 2","thats figure","highly-clustered"
18,"e4n3narf","My figure 2 looks like a handheld mirror with spikes on it","figure look like handheld mirror spike","highly-clustered"
16,"e4n3narf","my figure two looks like a dragon/shield with 9 points","figure two look like dragonshield point","highly-clustered"
3,"e4n3narf","figure 2 looks like a spiky mirror","figure look like spiky mirror","highly-clustered"
13,"e4n3narf","yes looks like a heart shape","yes look like heart shape","highly-clustered"
14,"e4n3narf","That's also my figure 1. Should we call it snail? ","thats also figure call snail","highly-clustered"
13,"e4n3narf","sure","sure","highly-clustered"
